idDB4A	idDB4A	idDB4A	idDB4A	idDB4A	idDB4A	idDB4A	idDB4A	
EMG_CH2_24BIT	EMG_CH2_24BIT	ECG_EMG_Status1	ECG_EMG_Status1	Timestamp	Timestamp	EMG_CH1_24BIT	EMG_CH1_24BIT	
CAL	UNCAL	UNCAL	CAL	UNCAL	CAL	CAL	UNCAL	
mV	no_units	no_units	no_units	Ticks	ms	mV	no_units	
57.16252114326014	792585.0	128.0	128.0	4424651.0	135029.63256835938	0.649815875269875	9010.0	
57.11600269269976	791940.0	128.0	128.0	4424683.0	135030.60913085938	0.6447673612555697	8940.0	
57.12646032887225	792085.0	128.0	128.0	4424715.0	135031.58569335938	0.6512583078453908	9030.0	
57.13511492432534	792205.0	128.0	128.0	4424747.0	135032.56225585938	0.6602735114423647	9155.0	
57.16035749439687	792555.0	128.0	128.0	4424779.0	135033.53881835938	0.6710917557587333	9305.0	
57.15026046636826	792415.0	128.0	128.0	4424811.0	135034.51538085938	0.6678462824638227	9260.0	
57.15026046636826	792415.0	128.0	128.0	4424843.0	135035.49194335938	0.666043241744428	9235.0	
57.16684844098669	792645.0	128.0	128.0	4424875.0	135036.46850585938	0.658109862579091	9125.0	
57.11564208455588	791935.0	128.0	128.0	4424907.0	135037.44506835938	0.6393582390973853	8865.0	
57.15927566996523	792540.0	128.0	128.0	4424939.0	135038.42163085938	0.6198853993279219	8595.0	
57.05469930824034	791090.0	128.0	128.0	4424971.0	135039.39819335938	0.5903155315298476	8185.0	
57.09184194705987	791605.0	128.0	128.0	4425003.0	135040.37475585938	0.5722851243359	7935.0	
57.151342290799896	792430.0	128.0	128.0	4425035.0	135041.35131835938	0.5661547858899577	7850.0	
57.11924816599467	791985.0	128.0	128.0	4425067.0	135042.32788085938	0.5665153940338367	7855.0	
57.12862397773552	792115.0	128.0	128.0	4425099.0	135043.30444335938	0.5571395822929839	7725.0	
57.08751464933332	791545.0	128.0	128.0	4425131.0	135044.28100585938	0.5600244474440155	7765.0	
57.045323496499485	790960.0	128.0	128.0	4425163.0	135045.25756835938	0.5585820148684997	7745.0	
57.069123633995495	791290.0	128.0	128.0	4425195.0	135046.23413085938	0.5499274194154048	7625.0	
57.06804180956386	791275.0	128.0	128.0	4425227.0	135047.21069335938	0.5347818773724887	7415.0	
57.14881803379274	792395.0	128.0	128.0	4425259.0	135048.18725585938	0.5300939715020623	7350.0	
57.15963627810911	792545.0	128.0	128.0	4425291.0	135049.16381835938	0.5272091063510307	7310.0	
57.13547553246922	792210.0	128.0	128.0	4425323.0	135050.14038085938	0.52396363305612	7265.0	
57.07741762130471	791405.0	128.0	128.0	4425355.0	135051.11694335938	0.5145878213152673	7135.0	
57.140884654627406	792285.0	128.0	128.0	4425387.0	135052.09350585938	0.5311757959336991	7365.0	
57.13980283019577	792270.0	128.0	128.0	4425419.0	135053.07006835938	0.5416334321061889	7510.0	
57.11600269269976	791940.0	128.0	128.0	4425451.0	135054.04663085938	0.5463213379766152	7575.0	
57.02657187301778	790700.0	128.0	128.0	4425483.0	135055.02319335938	0.5448789054010994	7555.0	
57.1015783669446	791740.0	128.0	128.0	4425515.0	135055.99975585938	0.5376667425235203	7455.0	
57.099775326225206	791715.0	128.0	128.0	4425547.0	135056.97631835938	0.532257620365336	7380.0	
57.117084517131396	791955.0	128.0	128.0	4425579.0	135057.95288085938	0.5142272131713883	7130.0	
57.11131478682933	791875.0	128.0	128.0	4425611.0	135058.92944335938	0.4972786304090775	6895.0	
57.11239661126097	791890.0	128.0	128.0	4425643.0	135059.90600585938	0.4705936277620349	6525.0	
57.05073261865767	791035.0	128.0	128.0	4425675.0	135060.88256835938	0.4594147753017873	6370.0	
57.05794478153525	791135.0	128.0	128.0	4425707.0	135061.85913085938	0.4550874775752399	6310.0	
56.986904977191095	790150.0	128.0	128.0	4425739.0	135062.83569335938	0.4547268694313609	6305.0	
56.98798680162273	790165.0	128.0	128.0	4425771.0	135063.81225585938	0.4547268694313609	6305.0	
57.0741721480098	791360.0	128.0	128.0	4425803.0	135064.78881835938	0.4626602485966979	6415.0	
57.045323496499485	790960.0	128.0	128.0	4425835.0	135065.76538085938	0.4691511951865191	6505.0	
57.046765929075	790980.0	128.0	128.0	4425867.0	135066.74194335938	0.4547268694313609	6305.0	
57.06840241770774	791280.0	128.0	128.0	4425899.0	135067.71850585938	0.44535105769050815	6175.0	
57.03739011733415	790850.0	128.0	128.0	4425931.0	135068.69506835938	0.4496783554170556	6235.0	
57.04748714536276	790990.0	128.0	128.0	4425963.0	135069.67163085938	0.4457116658343871	6180.0	
57.03739011733415	790850.0	128.0	128.0	4425995.0	135070.64819335938	0.44751470655378184	6205.0	
57.04784775350664	790995.0	128.0	128.0	4426027.0	135071.62475585938	0.44102375996396065	6115.0	
57.14304830349068	792315.0	128.0	128.0	4426059.0	135072.60131835938	0.4568905182946347	6335.0	
57.15711202110196	792510.0	128.0	128.0	4426091.0	135073.57788085938	0.46698754632324535	6475.0	
57.041356806916816	790905.0	128.0	128.0	4426123.0	135074.55444335938	0.46482389745997166	6445.0	
57.05325687566482	791070.0	128.0	128.0	4426155.0	135075.53100585938	0.46193903230894	6405.0	
57.075975188729196	791385.0	128.0	128.0	4426187.0	135076.50756835938	0.4626602485966979	6415.0	
57.09544802849866	791655.0	128.0	128.0	4426219.0	135077.48413085938	0.4446298414027502	6165.0	
57.03919315805354	790875.0	128.0	128.0	4426251.0	135078.46069335938	0.43561463780577636	6040.0	
